Retailer,Region,State,City,Product,Price per Unit,Units Sold,Operating Profit,Sales Method,Total Sales,Date
Amazon,Northeast,Maine,Portland,Men's Athletic Footwear,40,175,2450,Outlet,7000,10/25/2021
Amazon,Northeast,Maine,Portland,Women's Street Footwear,45,175,3150,Outlet,7875,11/7/2021
Amazon,Northeast,Maine,Portland,Women's Athletic Footwear,45,175,2362.5,Outlet,7875,11/14/2021
Amazon,Northeast,Maine,Portland,Women's Athletic Footwear,45,175,2362.5,Outlet,7875,11/20/2021
Amazon,Northeast,Maine,Portland,Women's Athletic Footwear,45,175,2362.5,Outlet,7875,12/24/2021
Amazon,West,Alaska,Anchorage,Women's Athletic Footwear,50,175,2187.5,Outlet,8750,2/22/2021
Foot Locker,West,Alaska,Anchorage,Men's Apparel,50,175,1312.5,Outlet,8750,1/10/2021
Foot Locker,Southeast,Virginia,Richmond,Men's Apparel,45,175,3150,In-store,7875,5/25/2021
West Gear,West,Oregon,Portland,Men's Apparel,45,175,3150,In-store,7875,5/25/2021
West Gear,South,Louisiana,New Orleans,Men's Apparel,50,175,3937.5,In-store,8750,2/17/2021
West Gear,South,Louisiana,New Orleans,Men's Apparel,45,175,3543.75,In-store,7875,4/17/2021
Sports Direct,Southeast,Georgia,Atlanta,Men's Apparel,45,175,2756.25,Online,7875,2/13/2021
Amazon,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45,175,2756.25,Online,7875,4/22/2021
Amazon,Southeast,Kentucky,Louisville,Women's Street Footwear,40,175,2800,Online,7000,4/22/2021
Amazon,Southeast,Kentucky,Louisville,Women's Street Footwear,45,175,3150,Online,7875,10/22/2021
West Gear,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20,175,1400,Online,3500,2/21/2021
West Gear,South,Oklahoma,Oklahoma City,Men's Apparel,35,175,2143.75,Online,6125,3/19/2021
West Gear,South,Oklahoma,Oklahoma City,Men's Apparel,40,175,2450,Online,7000,4/20/2021
Kohl's,Midwest,Kansas,Wichita,Women's Athletic Footwear,20,175,1225,Online,3500,10/14/2021
Kohl's,Midwest,Kansas,Wichita,Men's Apparel,30,175,1837.5,Online,5250,10/14/2021
Foot Locker,Midwest,Kansas,Wichita,Men's Apparel,50,175,3062.5,Online,8750,1/12/2021
Foot Locker,Midwest,Kansas,Wichita,Men's Athletic Footwear,40,175,2100,Online,7000,2/12/2021
Foot Locker,Midwest,South Dakota,Sioux Falls,Men's Apparel,50,175,3062.5,Online,8750,2/12/2021
Foot Locker,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,45,175,2362.5,Online,7875,5/13/2021
Foot Locker,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35,175,1837.5,Online,6125,6/12/2021
Foot Locker,Midwest,South Dakota,Sioux Falls,Men's Apparel,45,175,2756.25,Online,7875,6/12/2021
Foot Locker,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,40,175,2100,Online,7000,7/11/2021
Foot Locker,Midwest,South Dakota,Sioux Falls,Men's Apparel,50,175,3062.5,Online,8750,8/12/2021
Foot Locker,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,35,175,1837.5,Online,6125,9/13/2021
Sports Direct,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,45,175,2362.5,Online,7875,11/12/2021
Sports Direct,Midwest,South Dakota,Sioux Falls,Men's Apparel,45,175,2756.25,Online,7875,1/9/2021
Sports Direct,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,35,175,1837.5,Online,6125,2/9/2021
Sports Direct,Midwest,North Dakota,Fargo,Men's Apparel,45,175,2756.25,Online,7875,2/9/2021
Sports Direct,Midwest,North Dakota,Fargo,Women's Street Footwear,40,175,2100,In-store,7000,5/10/2021
Sports Direct,Midwest,North Dakota,Fargo,Women's Athletic Footwear,30,175,1575,In-store,5250,6/9/2021
Sports Direct,Midwest,North Dakota,Fargo,Men's Apparel,40,175,2450,In-store,7000,6/9/2021
Sports Direct,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40,175,2100,In-store,7000,7/8/2021
Sports Direct,Midwest,North Dakota,Fargo,Men's Apparel,50,175,3062.5,In-store,8750,8/9/2021
Sports Direct,Midwest,North Dakota,Fargo,Women's Street Footwear,30,175,1575,In-store,5250,9/10/2021
Foot Locker,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40,175,2100,In-store,7000,11/9/2021
Foot Locker,Midwest,Iowa,Des Moines,Men's Athletic Footwear,20,175,1225,In-store,3500,3/5/2021
Foot Locker,Midwest,Iowa,Des Moines,Men's Athletic Footwear,20,175,1225,In-store,3500,4/6/2021
Foot Locker,Midwest,Iowa,Des Moines,Women's Street Footwear,10,175,525,In-store,1750,4/6/2021
Foot Locker,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25,175,1312.5,In-store,4375,6/6/2021
Foot Locker,Midwest,Iowa,Des Moines,Men's Apparel,35,175,3062.5,In-store,6125,6/6/2021
Foot Locker,Midwest,Iowa,Des Moines,Women's Athletic Footwear,40,175,2100,In-store,7000,7/5/2021
Foot Locker,Midwest,Iowa,Des Moines,Men's Apparel,50,175,4375,In-store,8750,8/6/2021
Foot Locker,Midwest,Iowa,Des Moines,Women's Street Footwear,25,175,1312.5,In-store,4375,9/7/2021
West Gear,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,20,175,1225,In-store,3500,3/2/2021
West Gear,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,35,175,1837.5,In-store,6125,5/4/2021
West Gear,Midwest,Wisconsin,Milwaukee,Men's Apparel,45,175,3937.5,In-store,7875,5/4/2021
West Gear,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,25,175,1312.5,In-store,4375,6/3/2021
West Gear,Midwest,Wisconsin,Milwaukee,Men's Apparel,35,175,3062.5,In-store,6125,6/3/2021
West Gear,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,40,175,2100,In-store,7000,7/2/2021
West Gear,Midwest,Wisconsin,Milwaukee,Men's Apparel,50,175,4375,In-store,8750,8/3/2021
West Gear,Midwest,Indiana,Indianapolis,Men's Apparel,35,175,1837.5,In-store,6125,3/9/2021
West Gear,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,35,175,2143.75,In-store,6125,5/11/2021
West Gear,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,30,175,1837.5,In-store,5250,6/10/2021
West Gear,Midwest,Indiana,Indianapolis,Men's Apparel,40,175,2100,In-store,7000,6/10/2021
West Gear,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,45,175,2756.25,In-store,7875,7/9/2021
West Gear,Midwest,Indiana,Indianapolis,Men's Apparel,50,175,2625,In-store,8750,8/10/2021
West Gear,Midwest,Indiana,Indianapolis,Women's Street Footwear,25,175,1531.25,In-store,4375,9/11/2021
West Gear,Northeast,West Virginia,Charleston,Women's Athletic Footwear,35,175,2450,In-store,6125,2/17/2021
West Gear,Northeast,West Virginia,Charleston,Women's Athletic Footwear,25,175,1750,In-store,4375,3/16/2021
West Gear,Northeast,West Virginia,Charleston,Women's Athletic Footwear,25,175,1750,In-store,4375,4/17/2021
West Gear,Northeast,West Virginia,Charleston,Women's Street Footwear,35,175,2450,In-store,6125,10/17/2021
West Gear,Northeast,West Virginia,Charleston,Women's Athletic Footwear,35,175,2450,In-store,6125,10/17/2021
West Gear,Northeast,West Virginia,Charleston,Men's Apparel,45,175,3150,In-store,7875,10/17/2021
West Gear,Northeast,West Virginia,Charleston,Women's Street Footwear,25,175,1531.25,In-store,4375,2/22/2021
West Gear,Northeast,Maryland,Baltimore,Women's Street Footwear,25,175,1531.25,In-store,4375,3/20/2021
West Gear,Northeast,Maryland,Baltimore,Women's Apparel,35,175,1837.5,In-store,6125,3/20/2021
West Gear,Northeast,Maryland,Baltimore,Men's Athletic Footwear,45,175,2756.25,In-store,7875,5/20/2021
Foot Locker,Northeast,Maryland,Baltimore,Women's Street Footwear,40,175,2450,In-store,7000,6/22/2021
Sports Direct,Northeast,Maryland,Baltimore,Men's Apparel,50,175,2625,In-store,8750,7/20/2021
Foot Locker,Northeast,Maryland,Baltimore,Men's Athletic Footwear,50,175,3062.5,In-store,8750,11/21/2021
Foot Locker,Northeast,Maryland,Baltimore,Women's Athletic Footwear,50,175,3062.5,In-store,8750,12/20/2021
Foot Locker,Northeast,Maryland,Baltimore,Women's Athletic Footwear,35,175,2450,In-store,6125,1/17/2021
Foot Locker,Northeast,Delaware,Wilmington,Men's Apparel,50,175,2625,In-store,8750,3/13/2021
Kohl's,Northeast,Delaware,Wilmington,Men's Apparel,45,175,2362.5,In-store,7875,1/10/2021
Kohl's,Northeast,Delaware,Wilmington,Men's Athletic Footwear,35,175,2143.75,In-store,6125,2/8/2021
Kohl's,Northeast,New Jersey,Newark,Men's Apparel,45,175,2362.5,In-store,7875,2/8/2021
Kohl's,Northeast,New Jersey,Newark,Men's Athletic Footwear,35,175,2143.75,In-store,6125,4/7/2021
Kohl's,Northeast,New Jersey,Newark,Women's Street Footwear,25,175,1750,In-store,4375,4/7/2021
Kohl's,Northeast,New Jersey,Newark,Men's Apparel,50,175,2625,In-store,8750,8/7/2021
Kohl's,Northeast,New Jersey,Newark,Women's Street Footwear,40,175,2800,In-store,7000,9/6/2021
Sports Direct,Northeast,Connecticut,Hartford,Women's Athletic Footwear,45,175,2362.5,In-store,7875,9/3/2021
Foot Locker,Northeast,Connecticut,Hartford,Women's Street Footwear,25,175,1750,In-store,4375,2/8/2021
Foot Locker,Northeast,Rhode Island,Providence,Women's Street Footwear,25,175,1750,In-store,4375,3/6/2021
Foot Locker,Northeast,Rhode Island,Providence,Women's Apparel,35,175,2450,In-store,6125,3/6/2021
Foot Locker,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45,175,2756.25,In-store,7875,5/6/2021
Foot Locker,Northeast,Rhode Island,Providence,Men's Apparel,50,175,2625,In-store,8750,5/6/2021
Sports Direct,Northeast,Massachusetts,Boston,Men's Athletic Footwear,40,175,2100,In-store,7000,3/13/2021
Sports Direct,Northeast,Massachusetts,Boston,Women's Athletic Footwear,45,175,1968.75,In-store,7875,5/13/2021
Sports Direct,Northeast,Massachusetts,Boston,Women's Athletic Footwear,45,175,1968.75,In-store,7875,8/14/2021
Amazon,Northeast,Massachusetts,Boston,Women's Athletic Footwear,40,175,2450,In-store,7000,1/14/2021
Amazon,Northeast,Vermont,Burlington,Women's Athletic Footwear,45,175,2362.5,In-store,7875,1/21/2021
Amazon,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,45,175,2362.5,In-store,7875,4/18/2021
West Gear,West,California,San Francisco,Men's Apparel,59,175,619.5,Online,10325,2/15/2021
Kohl's,West,California,Los Angeles,Women's Street Footwear,49,175,514.5,Online,8575,4/9/2021
Kohl's,West,California,Los Angeles,Women's Athletic Footwear,44,175,385,Online,7700,4/22/2021
Kohl's,West,California,Los Angeles,Women's Athletic Footwear,48,175,336,Online,8400,5/16/2021
Sports Direct,South,Texas,Dallas,Men's Athletic Footwear,28,175,245,Online,4900,8/30/2021
Sports Direct,South,Texas,Dallas,Women's Street Footwear,24,175,210,Online,4200,9/6/2021
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,51,175,535.5,Online,8925,9/18/2021
Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,64,175,672,Online,11200,10/8/2021
Walmart,Southeast,Florida,Orlando,Men's Athletic Footwear,54,175,378,Online,9450,11/17/2021
West Gear,Northeast,New York,Albany,Men's Athletic Footwear,54,175,472.5,Online,9450,6/10/2021
Foot Locker,South,Louisiana,New Orleans,Women's Apparel,87,175,609,Online,15225,12/16/2021
Foot Locker,West,Arizona,Phoenix,Men's Athletic Footwear,49,175,428.75,Online,8575,12/22/2021
Kohl's,West,New Mexico,Albuquerque,Men's Street Footwear,56,175,490,Online,9800,8/26/2021
Sports Direct,Southeast,Georgia,Atlanta,Men's Athletic Footwear,58,175,507.5,Online,10150,8/13/2021
Foot Locker,Southeast,South Carolina,Charleston,Men's Apparel,48,175,420,Online,8400,9/5/2021
Sports Direct,Southeast,North Carolina,Charlotte,Women's Street Footwear,28,175,245,Online,4900,9/2/2021
Sports Direct,Northeast,Connecticut,Hartford,Men's Street Footwear,50,175,437.5,Online,8750,6/5/2021
Foot Locker,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,49,175,514.5,Outlet,8575,11/27/2021
Foot Locker,Southeast,Virginia,Richmond,Men's Street Footwear,39,175,273,Outlet,6825,5/25/2021
West Gear,West,Oregon,Portland,Men's Street Footwear,24,175,168,Outlet,4200,2/17/2021
West Gear,South,Louisiana,New Orleans,Men's Street Footwear,33,175,231,Outlet,5775,9/18/2021
West Gear,South,Louisiana,New Orleans,Men's Athletic Footwear,40,175,280,Outlet,7000,9/18/2021
Foot Locker,West,Arizona,Phoenix,Men's Street Footwear,40,175,280,Outlet,7000,4/23/2021
Foot Locker,West,Arizona,Phoenix,Men's Athletic Footwear,33,175,231,Outlet,5775,10/23/2021
Amazon,Northeast,Vermont,Burlington,Women's Apparel,49,175,428.75,Outlet,8575,7/10/2021
Kohl's,West,California,Los Angeles,Women's Apparel,62,174,323.64,Online,10788,4/12/2021
Kohl's,West,California,Los Angeles,Men's Apparel,56,174,682.08,Online,9744,5/17/2021
Kohl's,West,California,Los Angeles,Men's Apparel,55,174,669.9,Online,9570,5/23/2021
Sports Direct,South,Texas,Dallas,Women's Athletic Footwear,43,174,448.92,Online,7482,9/13/2021
Sports Direct,South,Tennessee,Knoxville,Women's Athletic Footwear,36,174,375.84,Online,6264,4/12/2021
Sports Direct,South,Tennessee,Knoxville,Women's Street Footwear,50,174,522,Online,8700,5/11/2021
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,33,174,287.1,Online,5742,8/8/2021
Amazon,West,Alaska,Anchorage,Men's Street Footwear,69,174,600.3,Online,12006,12/20/2021
West Gear,Southeast,Florida,Orlando,Women's Street Footwear,75,174,522,Online,13050,12/16/2021
West Gear,Southeast,Florida,Orlando,Women's Street Footwear,33,174,229.68,Online,5742,2/10/2021
Kohl's,West,Wyoming,Cheyenne,Women's Apparel,38,174,264.48,Online,6612,2/12/2021
Kohl's,West,Wyoming,Cheyenne,Women's Apparel,52,174,361.92,Online,9048,9/10/2021
Kohl's,West,Wyoming,Cheyenne,Men's Athletic Footwear,44,174,306.24,Online,7656,10/12/2021
Foot Locker,West,Wyoming,Cheyenne,Women's Apparel,56,174,389.76,Online,9744,12/10/2021
Sports Direct,Midwest,Michigan,Detroit,Men's Athletic Footwear,37,174,321.9,Online,6438,9/15/2021
Foot Locker,Midwest,Missouri,St. Louis,Men's Street Footwear,32,174,278.4,Online,5568,9/19/2021
West Gear,West,Utah,Salt Lake City,Men's Street Footwear,32,174,278.4,Online,5568,5/12/2021
West Gear,South,Louisiana,New Orleans,Women's Apparel,81,174,704.7,Online,14094,11/17/2021
Foot Locker,South,Louisiana,New Orleans,Men's Athletic Footwear,32,174,222.72,Online,5568,2/4/2021
West Gear,West,Idaho,Boise,Women's Street Footwear,47,174,408.9,Online,8178,6/4/2021
Walmart,South,Arkansas,Little Rock,Men's Street Footwear,23,174,200.1,Online,4002,4/20/2021
Sports Direct,South,Texas,Dallas,Women's Athletic Footwear,59,173,612.42,Online,10207,10/19/2021
Kohl's,Midwest,Montana,Billings,Men's Street Footwear,32,173,276.8,Online,5536,1/9/2021
Kohl's,Midwest,Montana,Billings,Men's Athletic Footwear,42,173,290.64,Online,7266,2/27/2021
Sports Direct,South,Tennessee,Knoxville,Men's Street Footwear,33,173,342.54,Online,5709,5/3/2021
Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,15,173,155.7,Online,2595,8/27/2021
Sports Direct,South,Alabama,Birmingham,Women's Athletic Footwear,44,173,532.84,Online,7612,9/9/2021
Amazon,West,Alaska,Anchorage,Men's Street Footwear,51,173,441.15,Online,8823,2/22/2021
Walmart,Southeast,Florida,Orlando,Women's Apparel,67,173,695.46,Online,11591,5/18/2021
Sports Direct,Midwest,Michigan,Detroit,Women's Street Footwear,46,173,318.32,Online,7958,7/15/2021
Sports Direct,Midwest,Michigan,Detroit,Women's Apparel,48,173,581.28,Online,8304,9/15/2021
West Gear,West,Utah,Salt Lake City,Men's Street Footwear,28,173,242.2,Online,4844,10/11/2021
West Gear,West,Oregon,Portland,Men's Street Footwear,44,173,380.6,Online,7612,11/24/2021
West Gear,West,Oregon,Portland,Women's Apparel,77,173,532.84,Online,13321,12/23/2021
Sports Direct,West,Idaho,Boise,Men's Athletic Footwear,37,173,320.05,Online,6401,10/4/2021
Sports Direct,Southeast,Georgia,Atlanta,Men's Athletic Footwear,51,173,441.15,Online,8823,7/12/2021
Sports Direct,Southeast,Georgia,Atlanta,Men's Athletic Footwear,58,173,501.7,Online,10034,11/13/2021
Sports Direct,Southeast,South Carolina,Charleston,Women's Athletic Footwear,29,173,301.02,Online,5017,1/6/2021
Amazon,Southeast,North Carolina,Charlotte,Women's Apparel,32,173,387.52,Online,5536,1/13/2021
Amazon,Midwest,Ohio,Columbus,Women's Street Footwear,51,173,441.15,Online,8823,7/9/2021
Amazon,Midwest,Ohio,Columbus,Men's Athletic Footwear,47,173,406.55,Online,8131,9/9/2021
Amazon,Northeast,New Hampshire,Manchester,Men's Street Footwear,64,173,553.6,Online,11072,5/17/2021
Foot Locker,Northeast,New Hampshire,Manchester,Men's Street Footwear,52,173,449.8,Online,8996,2/22/2021
Kohl's,West,California,Los Angeles,Women's Athletic Footwear,31,173,214.52,Outlet,5363,4/10/2021
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,36,173,373.68,Outlet,6228,9/19/2021
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,23,173,238.74,Outlet,3979,9/25/2021
Walmart,Southeast,Florida,Orlando,Women's Apparel,48,173,415.2,Outlet,8304,5/18/2021
Walmart,Southeast,Florida,Orlando,Women's Street Footwear,44,173,304.48,Outlet,7612,11/17/2021
Foot Locker,Southeast,Virginia,Richmond,Men's Athletic Footwear,39,173,269.88,Outlet,6747,10/24/2021
Foot Locker,Southeast,Virginia,Richmond,Men's Street Footwear,34,173,235.28,Outlet,5882,11/24/2021
West Gear,West,Oregon,Portland,Women's Apparel,46,173,318.32,Outlet,7958,5/25/2021
West Gear,West,Idaho,Boise,Men's Apparel,43,173,297.56,Outlet,7439,7/6/2021
Kohl's,West,Arizona,Phoenix,Men's Street Footwear,27,173,186.84,Outlet,4671,2/26/2021
Sports Direct,West,New Mexico,Albuquerque,Women's Apparel,56,173,290.64,Outlet,9688,12/25/2021
Sports Direct,Southeast,Georgia,Atlanta,Men's Athletic Footwear,37,173,320.05,Outlet,6401,7/12/2021
Sports Direct,Southeast,Georgia,Atlanta,Men's Street Footwear,34,173,294.1,Outlet,5882,10/13/2021
Sports Direct,Southeast,Georgia,Atlanta,Men's Athletic Footwear,34,173,235.28,Outlet,5882,10/13/2021
Sports Direct,Southeast,Georgia,Atlanta,Men's Street Footwear,36,173,249.12,Outlet,6228,11/13/2021
West Gear,South,Oklahoma,Oklahoma City,Men's Street Footwear,20,173,173,Outlet,3460,10/21/2021
Foot Locker,Northeast,Connecticut,Hartford,Men's Street Footwear,45,173,311.4,Outlet,7785,12/3/2021
Foot Locker,Northeast,Rhode Island,Providence,Men's Street Footwear,38,173,262.96,Outlet,6574,7/6/2021
Sports Direct,Northeast,Massachusetts,Boston,Men's Street Footwear,41,173,283.72,Outlet,7093,5/13/2021
Amazon,Northeast,Vermont,Burlington,Men's Street Footwear,34,173,235.28,Outlet,5882,1/21/2021
Sports Direct,Southeast,Florida,Orlando,Men's Street Footwear,35,171,179.55,Outlet,5985,3/16/2021
Walmart,Southeast,Florida,Orlando,Men's Street Footwear,47,171,321.48,Outlet,8037,4/17/2021
West Gear,West,Oregon,Portland,Women's Athletic Footwear,61,171,417.24,Outlet,10431,7/23/2021
Kohl's,West,New Mexico,Albuquerque,Women's Street Footwear,39,171,266.76,Outlet,6669,7/25/2021
Kohl's,West,New Mexico,Albuquerque,Men's Street Footwear,35,171,239.4,Outlet,5985,10/26/2021
Foot Locker,Northeast,Maryland,Baltimore,Women's Street Footwear,50,170,2975,In-store,8500,11/21/2021
Foot Locker,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,49,170,499.8,Outlet,8330,11/21/2021
Sports Direct,South,Tennessee,Knoxville,Women's Apparel,24,170,204,Outlet,4080,3/15/2021
Sports Direct,South,Tennessee,Knoxville,Women's Street Footwear,15,170,102,Outlet,2550,3/30/2021
Walmart,Southeast,Florida,Orlando,Women's Athletic Footwear,47,170,239.7,Outlet,7990,11/17/2021
West Gear,Southeast,Florida,Orlando,Women's Athletic Footwear,30,170,204,Outlet,5100,1/12/2021
Sports Direct,Southeast,Virginia,Richmond,Women's Street Footwear,17,170,115.6,Outlet,2890,2/17/2021
West Gear,West,Utah,Salt Lake City,Men's Athletic Footwear,22,170,149.6,Outlet,3740,12/10/2021
West Gear,West,Utah,Salt Lake City,Women's Apparel,29,170,246.5,Outlet,4930,12/10/2021
Foot Locker,West,Arizona,Phoenix,Men's Street Footwear,36,170,244.8,Outlet,6120,10/23/2021
