Retailer,Region,State,City,Product,Price per Unit,Units Sold,Operating Profit,Sales Method,Total Sales,Month,Year,Day,Season,Date
West Gear,West,Nevada,Las Vegas,Men's Apparel,75,475,19593.75,In-store,35625,2,2020,17,Q1,2/17/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,75,475,5343.75,In-store,35625,3,2020,8,Q1,3/8/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,60,475,9975,In-store,28500,3,2020,11,Q1,3/11/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,60,475,8550,In-store,28500,3,2020,12,Q1,3/12/2020
West Gear,West,Colorado,Denver,Women's Apparel,40,475,2850,In-store,19000,3,2020,20,Q1,3/20/2020
West Gear,West,Colorado,Denver,Women's Apparel,80,475,11400,In-store,38000,4,2020,13,Q2,4/13/2020
West Gear,West,Colorado,Denver,Women's Athletic Footwear,65,475,12350,In-store,30875,4,2020,23,Q2,4/23/2020
West Gear,West,Washington,Seattle,Women's Street Footwear,60,475,7125,In-store,28500,7,2020,27,Q3,7/27/2020
West Gear,West,Washington,Seattle,Men's Apparel,90,475,10687.5,In-store,42750,8,2020,4,Q3,8/4/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Street Footwear,55,475,9143.75,Outlet,26125,12,2020,22,Q4,12/22/2020
Kohl's,Midwest,Minnesota,Minneapolis,Men's Street Footwear,35,475,7481.25,Outlet,16625,12,2020,28,Q4,12/28/2020
Kohl's,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45,475,6412.5,Outlet,21375,12,2020,29,Q4,12/29/2020
Kohl's,Midwest,Minnesota,Minneapolis,Women's Street Footwear,45,475,9618.75,Outlet,21375,12,2020,30,Q4,12/30/2020
West Gear,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,35,450,6300,Outlet,15750,1,2020,2,Q1,1/2/2020
West Gear,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,45,450,5062.5,Outlet,20250,1,2020,3,Q1,1/3/2020
West Gear,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,45,450,8100,Outlet,20250,1,2020,4,Q1,1/4/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,80,450,9000,Outlet,36000,1,2020,31,Q1,1/31/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,60,450,9450,In-store,27000,2,2020,10,Q1,2/10/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,60,450,9450,In-store,27000,2,2020,21,Q1,2/21/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,75,450,5062.5,In-store,33750,2,2020,24,Q1,2/24/2020
West Gear,West,Colorado,Denver,Women's Athletic Footwear,65,450,13162.5,In-store,29250,4,2020,17,Q2,4/17/2020
West Gear,West,Colorado,Denver,Women's Street Footwear,65,450,11700,In-store,29250,5,2020,4,Q2,5/4/2020
West Gear,West,Colorado,Denver,Men's Street Footwear,40,450,5400,In-store,18000,5,2020,26,Q2,5/26/2020
West Gear,West,Colorado,Denver,Men's Athletic Footwear,50,450,5625,In-store,22500,5,2020,27,Q2,5/27/2020
West Gear,West,Colorado,Denver,Women's Street Footwear,50,450,5625,In-store,22500,5,2020,28,Q2,5/28/2020
West Gear,West,Washington,Seattle,Men's Athletic Footwear,50,450,5625,In-store,22500,6,2020,2,Q2,6/2/2020
West Gear,West,Washington,Seattle,Women's Street Footwear,50,450,5625,In-store,22500,6,2020,3,Q2,6/3/2020
West Gear,West,Washington,Seattle,Women's Street Footwear,70,450,7875,In-store,31500,7,2020,15,Q3,7/15/2020
West Gear,West,Washington,Seattle,Women's Apparel,65,450,5850,In-store,29250,7,2020,18,Q3,7/18/2020
West Gear,West,Washington,Seattle,Women's Athletic Footwear,70,450,9450,In-store,31500,7,2020,28,Q3,7/28/2020
Foot Locker,Southeast,Florida,Miami,Men's Street Footwear,35,450,5512.5,In-store,15750,10,2020,17,Q4,10/17/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Street Footwear,45,450,7087.5,Outlet,20250,12,2020,4,Q4,12/4/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Street Footwear,40,445,6230,In-store,17800,10,2020,29,Q4,10/29/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Street Footwear,50,445,7787.5,In-store,22250,11,2020,10,Q4,11/10/2020
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,45,425,4781.25,Outlet,19125,1,2020,9,Q1,1/9/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,45,425,7650,Outlet,19125,1,2020,10,Q1,1/10/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,60,425,10200,Outlet,25500,2,2020,4,Q1,2/4/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,60,425,8925,In-store,25500,3,2020,5,Q1,3/5/2020
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,30,425,4462.5,In-store,12750,3,2020,15,Q1,3/15/2020
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,40,425,3400,In-store,17000,3,2020,16,Q1,3/16/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,40,425,5950,In-store,17000,3,2020,17,Q1,3/17/2020
West Gear,West,Colorado,Denver,Men's Athletic Footwear,40,425,3400,In-store,17000,3,2020,22,Q1,3/22/2020
West Gear,West,Colorado,Denver,Women's Street Footwear,40,425,5950,In-store,17000,3,2020,23,Q1,3/23/2020
West Gear,West,Colorado,Denver,Women's Apparel,70,425,5950,In-store,29750,5,2020,7,Q2,5/7/2020
West Gear,West,Colorado,Denver,Women's Street Footwear,55,425,9350,In-store,23375,5,2020,16,Q2,5/16/2020
West Gear,West,Colorado,Denver,Men's Apparel,75,425,17531.25,In-store,31875,5,2020,24,Q2,5/24/2020
West Gear,West,Washington,Seattle,Women's Apparel,50,425,4250,In-store,21250,6,2020,6,Q2,6/6/2020
West Gear,West,Washington,Seattle,Men's Athletic Footwear,60,425,6375,In-store,25500,6,2020,8,Q2,6/8/2020
West Gear,West,Washington,Seattle,Women's Street Footwear,65,425,6906.25,In-store,27625,6,2020,9,Q2,6/9/2020
West Gear,West,Washington,Seattle,Men's Apparel,80,425,8500,In-store,34000,7,2020,17,Q3,7/17/2020
West Gear,West,Washington,Seattle,Men's Apparel,90,425,9562.5,In-store,38250,7,2020,29,Q3,7/29/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Street Footwear,45,425,6693.75,Outlet,19125,11,2020,16,Q4,11/16/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,45,400,3600,Outlet,18000,1,2020,13,Q1,1/13/2020
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,55,400,5500,Outlet,22000,1,2020,15,Q1,1/15/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,55,400,8800,Outlet,22000,1,2020,16,Q1,1/16/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,65,400,10400,Outlet,26000,1,2020,22,Q1,1/22/2020
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,65,400,7800,Outlet,26000,1,2020,27,Q1,1/27/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,65,400,11700,Outlet,26000,1,2020,28,Q1,1/28/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,80,400,6400,In-store,32000,2,2020,18,Q1,2/18/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,60,400,7200,In-store,24000,2,2020,22,Q1,2/22/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,70,400,14000,In-store,28000,2,2020,23,Q1,2/23/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,60,400,7200,In-store,24000,3,2020,6,Q1,3/6/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,70,400,14000,In-store,28000,3,2020,13,Q1,3/13/2020
West Gear,West,Colorado,Denver,Women's Apparel,40,400,2400,In-store,16000,3,2020,26,Q1,3/26/2020
West Gear,West,Colorado,Denver,Men's Athletic Footwear,50,400,4000,In-store,20000,3,2020,28,Q1,3/28/2020
West Gear,West,Colorado,Denver,Women's Street Footwear,55,400,7700,In-store,22000,3,2020,29,Q1,3/29/2020
West Gear,West,Colorado,Denver,Women's Apparel,80,400,8000,In-store,32000,5,2020,1,Q2,5/1/2020
West Gear,West,Colorado,Denver,Women's Athletic Footwear,65,400,9100,In-store,26000,5,2020,5,Q2,5/5/2020
West Gear,West,Colorado,Denver,Men's Apparel,75,400,16500,In-store,30000,5,2020,6,Q2,5/6/2020
West Gear,West,Colorado,Denver,Women's Athletic Footwear,65,400,9100,In-store,26000,5,2020,17,Q2,5/17/2020
West Gear,West,Washington,Seattle,Women's Street Footwear,75,400,7500,In-store,30000,6,2020,15,Q2,6/15/2020
West Gear,West,Washington,Seattle,Men's Athletic Footwear,65,400,6500,In-store,26000,6,2020,20,Q2,6/20/2020
West Gear,West,Washington,Seattle,Women's Street Footwear,65,400,6500,In-store,26000,6,2020,21,Q2,6/21/2020
West Gear,West,Washington,Seattle,Women's Apparel,80,400,6400,In-store,32000,7,2020,12,Q3,7/12/2020
West Gear,West,Washington,Seattle,Women's Athletic Footwear,70,400,8400,In-store,28000,7,2020,16,Q3,7/16/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Street Footwear,40,400,5600,In-store,16000,11,2020,4,Q4,11/4/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,55,375,4125,Outlet,20625,1,2020,19,Q1,1/19/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,60,375,7875,In-store,22500,2,2020,27,Q1,2/27/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,75,375,4218.75,In-store,28125,3,2020,2,Q1,3/2/2020
West Gear,West,Colorado,Denver,Women's Street Footwear,65,375,8531.25,In-store,24375,4,2020,4,Q2,4/4/2020
West Gear,West,Colorado,Denver,Men's Athletic Footwear,65,375,8531.25,In-store,24375,4,2020,9,Q2,4/9/2020
West Gear,West,Colorado,Denver,Women's Street Footwear,65,375,12187.5,In-store,24375,4,2020,10,Q2,4/10/2020
West Gear,West,Colorado,Denver,Men's Apparel,75,375,15468.75,In-store,28125,5,2020,18,Q2,5/18/2020
West Gear,West,Washington,Seattle,Women's Apparel,65,375,4875,In-store,24375,6,2020,12,Q2,6/12/2020
West Gear,West,Washington,Seattle,Men's Apparel,85,375,7968.75,In-store,31875,6,2020,29,Q2,6/29/2020
West Gear,West,Washington,Seattle,Women's Street Footwear,60,375,5625,In-store,22500,7,2020,21,Q3,7/21/2020
West Gear,West,Washington,Seattle,Women's Apparel,75,375,5625,In-store,28125,7,2020,24,Q3,7/24/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Apparel,55,375,9281.25,Outlet,20625,11,2020,27,Q4,11/27/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Street Footwear,45,375,5906.25,Outlet,16875,12,2020,10,Q4,12/10/2020
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,65,350,5687.5,Outlet,22750,1,2020,21,Q1,1/21/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,80,350,5600,Outlet,28000,1,2020,25,Q1,1/25/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,60,350,6300,In-store,21000,2,2020,28,Q1,2/28/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,70,350,12250,In-store,24500,3,2020,7,Q1,3/7/2020
West Gear,West,Colorado,Denver,Women's Apparel,55,350,2887.5,In-store,19250,4,2020,1,Q2,4/1/2020
West Gear,West,Colorado,Denver,Women's Street Footwear,55,350,7700,In-store,19250,5,2020,10,Q2,5/10/2020
West Gear,West,Colorado,Denver,Women's Apparel,70,350,4900,In-store,24500,5,2020,13,Q2,5/13/2020
West Gear,West,Washington,Seattle,Men's Athletic Footwear,75,350,6562.5,In-store,26250,6,2020,14,Q2,6/14/2020
West Gear,West,Washington,Seattle,Women's Apparel,80,350,5600,In-store,28000,6,2020,18,Q2,6/18/2020
West Gear,West,Washington,Seattle,Women's Athletic Footwear,60,350,6300,In-store,21000,7,2020,22,Q3,7/22/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Street Footwear,50,350,6125,Outlet,17500,12,2020,16,Q4,12/16/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,70,325,11375,In-store,22750,3,2020,1,Q1,3/1/2020
West Gear,West,Colorado,Denver,Men's Athletic Footwear,65,325,4225,In-store,21125,4,2020,3,Q2,4/3/2020
West Gear,West,Colorado,Denver,Women's Apparel,80,325,3900,In-store,26000,4,2020,7,Q2,4/7/2020
West Gear,West,Colorado,Denver,Men's Apparel,70,325,14787.5,In-store,22750,4,2020,18,Q2,4/18/2020
West Gear,West,Colorado,Denver,Women's Athletic Footwear,55,325,6256.25,In-store,17875,5,2020,11,Q2,5/11/2020
West Gear,West,Washington,Seattle,Women's Athletic Footwear,65,325,6337.5,In-store,21125,6,2020,10,Q2,6/10/2020
West Gear,West,Washington,Seattle,Men's Apparel,70,325,5687.5,In-store,22750,7,2020,23,Q3,7/23/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Apparel,55,325,8043.75,Outlet,17875,11,2020,21,Q4,11/21/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Apparel,50,325,7312.5,Outlet,16250,12,2020,3,Q4,12/3/2020
Kohl's,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,45,325,5850,Outlet,14625,12,2020,31,Q4,12/31/2020
West Gear,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,45,300,4725,Outlet,13500,1,2020,5,Q1,1/5/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,55,300,5775,Outlet,16500,1,2020,17,Q1,1/17/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,60,300,6300,Outlet,18000,1,2020,23,Q1,1/23/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,60,300,7200,Outlet,18000,1,2020,29,Q1,1/29/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,65,300,11700,Outlet,19500,2,2020,5,Q1,2/5/2020
West Gear,West,Colorado,Denver,Women's Athletic Footwear,55,300,4950,In-store,16500,3,2020,30,Q1,3/30/2020
West Gear,West,Colorado,Denver,Men's Apparel,65,300,10725,In-store,19500,5,2020,12,Q2,5/12/2020
West Gear,West,Colorado,Denver,Women's Athletic Footwear,50,300,4500,In-store,15000,5,2020,29,Q2,5/29/2020
West Gear,West,Washington,Seattle,Women's Athletic Footwear,50,300,4500,In-store,15000,6,2020,4,Q2,6/4/2020
West Gear,West,Washington,Seattle,Women's Athletic Footwear,60,300,5400,In-store,18000,6,2020,16,Q2,6/16/2020
West Gear,West,Washington,Seattle,Women's Athletic Footwear,60,300,5400,In-store,18000,6,2020,22,Q2,6/22/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45,300,4050,Outlet,13500,11,2020,23,Q4,11/23/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45,300,4050,Outlet,13500,11,2020,29,Q4,11/29/2020
Foot Locker,Northeast,Pennsylvania,Philadelphia,Women's Apparel,75,275,6187.5,Outlet,20625,1,2020,1,Q1,1/1/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,45,275,4331.25,Outlet,12375,1,2020,11,Q1,1/11/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,40,275,3300,In-store,11000,3,2020,18,Q1,3/18/2020
West Gear,West,Colorado,Denver,Women's Athletic Footwear,40,275,3300,In-store,11000,3,2020,24,Q1,3/24/2020
West Gear,West,Colorado,Denver,Women's Athletic Footwear,60,275,4950,In-store,16500,4,2020,5,Q2,4/5/2020
West Gear,West,Colorado,Denver,Women's Athletic Footwear,60,275,7425,In-store,16500,4,2020,11,Q2,4/11/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45,275,3712.5,Outlet,12375,12,2020,23,Q4,12/23/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Apparel,60,275,7425,Outlet,16500,12,2020,27,Q4,12/27/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,50,250,6875,Outlet,12500,1,2020,6,Q1,1/6/2020
West Gear,West,Washington,Seattle,Men's Apparel,55,250,3437.5,In-store,13750,5,2020,30,Q2,5/30/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40,250,3000,Outlet,10000,12,2020,5,Q4,12/5/2020
West Gear,West,Colorado,Denver,Men's Apparel,45,225,5062.5,In-store,10125,3,2020,19,Q1,3/19/2020
West Gear,West,Washington,Seattle,Men's Apparel,55,225,3093.75,In-store,12375,6,2020,5,Q2,6/5/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Apparel,60,225,6075,Outlet,13500,12,2020,21,Q4,12/21/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Street Footwear,45,225,3037.5,Outlet,10125,12,2020,24,Q4,12/24/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,50,200,5500,Outlet,10000,1,2020,12,Q1,1/12/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,65,200,7150,Outlet,13000,1,2020,24,Q1,1/24/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,65,200,7800,Outlet,13000,1,2020,30,Q1,1/30/2020
West Gear,West,Washington,Seattle,Men's Apparel,65,200,3250,In-store,13000,6,2020,17,Q2,6/17/2020
West Gear,West,Washington,Seattle,Men's Apparel,65,200,3250,In-store,13000,6,2020,23,Q2,6/23/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Apparel,50,200,3000,Outlet,10000,11,2020,26,Q4,11/26/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Apparel,50,200,4500,Outlet,10000,12,2020,15,Q4,12/15/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,60,175,5775,Outlet,10500,1,2020,18,Q1,1/18/2020
West Gear,West,Colorado,Denver,Men's Apparel,65,175,5687.5,In-store,11375,4,2020,6,Q2,4/6/2020
West Gear,West,Colorado,Denver,Men's Apparel,65,175,7393.75,In-store,11375,4,2020,12,Q2,4/12/2020
West Gear,West,Washington,Seattle,Men's Apparel,70,175,3062.5,In-store,12250,6,2020,11,Q2,6/11/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Apparel,60,175,4725,In-store,10500,11,2020,15,Q4,11/15/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Apparel,55,175,2887.5,Outlet,9625,12,2020,26,Q4,12/26/2020
